Área;Año;Sustancia;Casos;Tasa_ajustada
Usaquén;2022;Plaguicidas;2;0.35
Chapinero;2022;Plaguicidas;0;0
Santa Fe;2022;Plaguicidas;1;0.93
San Cristóbal;2022;Plaguicidas;0;0
Usme;2022;Plaguicidas;7;1.75
Tunjuelito;2022;Plaguicidas;4;2.2
Bosa;2022;Plaguicidas;4;0.55
Kennedy;2022;Plaguicidas;11;1.06
Fontibón;2022;Plaguicidas;7;1.75
Engativá;2022;Plaguicidas;7;0.86
Suba;2022;Plaguicidas;11;0.86
Barrios Unidos;2022;Plaguicidas;1;0.67
Teusaquillo;2022;Plaguicidas;2;1.19
Los Mártires;2022;Plaguicidas;1;1.2
Antonio Nariño;2022;Plaguicidas;0;0
Puente Aranda;2022;Plaguicidas;10;3.92
Candelaria;2022;Plaguicidas;0;0
Rafael Uribe Uribe;2022;Plaguicidas;7;1.81
Ciudad Bolívar;2022;Plaguicidas;9;1.37
Sumapaz;2022;Plaguicidas;0;0
Distrito;2022;Plaguicidas;84;1.07
Usaquén;2022;Solventes;6;1.04
Chapinero;2022;Solventes;0;0
Santa Fe;2022;Solventes;2;1.86
San Cristóbal;2022;Solventes;6;1.49
Usme;2022;Solventes;3;0.75
Tunjuelito;2022;Solventes;1;0.55
Bosa;2022;Solventes;10;1.38
Kennedy;2022;Solventes;5;0.48
Fontibón;2022;Solventes;4;1
Engativá;2022;Solventes;6;0.74
Suba;2022;Solventes;14;1.1
Barrios Unidos;2022;Solventes;0;0
Teusaquillo;2022;Solventes;2;1.19
Los Mártires;2022;Solventes;1;1.2
Antonio Nariño;2022;Solventes;1;1.21
Puente Aranda;2022;Solventes;2;0.78
Candelaria;2022;Solventes;1;5.59
Rafael Uribe Uribe;2022;Solventes;5;1.29
Ciudad Bolívar;2022;Solventes;11;1.68
Sumapaz;2022;Solventes;0;0
Distrito;2022;Solventes;80;1.02
Usaquén;2022;Metales pesados;0;0
Chapinero;2022;Metales pesados;1;0.57
Santa Fe;2022;Metales pesados;0;0
San Cristóbal;2022;Metales pesados;0;0
Usme;2022;Metales pesados;0;0
Tunjuelito;2022;Metales pesados;0;0
Bosa;2022;Metales pesados;1;0.14
Kennedy;2022;Metales pesados;0;0
Fontibón;2022;Metales pesados;0;0
Engativá;2022;Metales pesados;0;0
Suba;2022;Metales pesados;2;0.16
Barrios Unidos;2022;Metales pesados;0;0
Teusaquillo;2022;Metales pesados;0;0
Los Mártires;2022;Metales pesados;0;0
Antonio Nariño;2022;Metales pesados;0;0
Puente Aranda;2022;Metales pesados;0;0
Candelaria;2022;Metales pesados;0;0
Rafael Uribe Uribe;2022;Metales pesados;0;0
Ciudad Bolívar;2022;Metales pesados;1;0.15
Sumapaz;2022;Metales pesados;0;0
Distrito;2022;Metales pesados;5;0.06
Usaquén;2022;Gases;9;1.55
Chapinero;2022;Gases;10;5.67
Santa Fe;2022;Gases;2;1.86
San Cristóbal;2022;Gases;6;1.49
Usme;2022;Gases;21;5.24
Tunjuelito;2022;Gases;29;15.98
Bosa;2022;Gases;39;5.37
Kennedy;2022;Gases;38;3.67
Fontibón;2022;Gases;16;4.01
Engativá;2022;Gases;21;2.58
Suba;2022;Gases;16;1.26
Barrios Unidos;2022;Gases;1;0.67
Teusaquillo;2022;Gases;5;2.98
Los Mártires;2022;Gases;2;2.41
Antonio Nariño;2022;Gases;5;6.03
Puente Aranda;2022;Gases;7;2.74
Candelaria;2022;Gases;0;0
Rafael Uribe Uribe;2022;Gases;13;3.36
Ciudad Bolívar;2022;Gases;11;1.68
Sumapaz;2022;Gases;0;0
Distrito;2022;Gases;251;3.19
Usaquén;2022;Metanol;0;0
Chapinero;2022;Metanol;0;0
Santa Fe;2022;Metanol;19;17.65
San Cristóbal;2022;Metanol;13;3.22
Usme;2022;Metanol;4;1
Tunjuelito;2022;Metanol;1;0.55
Bosa;2022;Metanol;0;0
Kennedy;2022;Metanol;5;0.48
Fontibón;2022;Metanol;1;0.25
Engativá;2022;Metanol;1;0.12
Suba;2022;Metanol;1;0.08
Barrios Unidos;2022;Metanol;3;2
Teusaquillo;2022;Metanol;0;0
Los Mártires;2022;Metanol;9;10.82
Antonio Nariño;2022;Metanol;4;4.82
Puente Aranda;2022;Metanol;1;0.39
Candelaria;2022;Metanol;5;27.97
Rafael Uribe Uribe;2022;Metanol;9;2.33
Ciudad Bolívar;2022;Metanol;6;0.91
Sumapaz;2022;Metanol;0;0
Distrito;2022;Metanol;82;1.04
Usaquén;2022;Desconocida;113;19.5
Chapinero;2022;Desconocida;34;19.27
Santa Fe;2022;Desconocida;28;26.02
San Cristóbal;2022;Desconocida;45;11.15
Usme;2022;Desconocida;20;4.99
Tunjuelito;2022;Desconocida;22;12.12
Bosa;2022;Desconocida;67;9.22
Kennedy;2022;Desconocida;84;8.12
Fontibón;2022;Desconocida;42;10.53
Engativá;2022;Desconocida;76;9.32
Suba;2022;Desconocida;178;13.97
Barrios Unidos;2022;Desconocida;28;18.65
Teusaquillo;2022;Desconocida;31;18.49
Los Mártires;2022;Desconocida;7;8.42
Antonio Nariño;2022;Desconocida;9;10.85
Puente Aranda;2022;Desconocida;32;12.54
Candelaria;2022;Desconocida;4;22.38
Rafael Uribe Uribe;2022;Desconocida;41;10.6
Ciudad Bolívar;2022;Desconocida;65;9.91
Sumapaz;2022;Desconocida;1;26.93
Distrito;2022;Desconocida;927;11.77
Usaquén;2022;Todas las sustancias;425;72.41
Chapinero;2022;Todas las sustancias;148;82.49
Santa Fe;2022;Todas las sustancias;99;91.94
San Cristóbal;2022;Todas las sustancias;188;46.25
Usme;2022;Todas las sustancias;169;41.46
Tunjuelito;2022;Todas las sustancias;109;59.58
Bosa;2022;Todas las sustancias;253;34.67
Kennedy;2022;Todas las sustancias;432;41.73
Fontibón;2022;Todas las sustancias;186;46.01
Engativá;2022;Todas las sustancias;353;43.21
Suba;2022;Todas las sustancias;677;52.3
Barrios Unidos;2022;Todas las sustancias;80;52.17
Teusaquillo;2022;Todas las sustancias;135;81.12
Los Mártires;2022;Todas las sustancias;68;82.08
Antonio Nariño;2022;Todas las sustancias;48;57.19
Puente Aranda;2022;Todas las sustancias;129;50.25
Candelaria;2022;Todas las sustancias;21;114.07
Rafael Uribe Uribe;2022;Todas las sustancias;205;52.67
Ciudad Bolívar;2022;Todas las sustancias;298;45.04
Sumapaz;2022;Todas las sustancias;1;26.14
Distrito;2022;Todas las sustancias;4024;50.89
Usaquén;2023 Isem;Medicamentos;45;7.67
Chapinero;2023 Isem;Medicamentos;23;12.82
Santa Fe;2023 Isem;Medicamentos;5;4.64
San Cristóbal;2023 Isem;Medicamentos;17;4.18
Usme;2023 Isem;Medicamentos;11;2.7
Tunjuelito;2023 Isem;Medicamentos;8;4.37
Bosa;2023 Isem;Medicamentos;20;2.74
Kennedy;2023 Isem;Medicamentos;41;3.96
Fontibón;2023 Isem;Medicamentos;13;3.22
Engativá;2023 Isem;Medicamentos;41;5.02
Suba;2023 Isem;Medicamentos;91;7.03
Barrios Unidos;2023 Isem;Medicamentos;9;5.87
Teusaquillo;2023 Isem;Medicamentos;13;7.81
Los Mártires;2023 Isem;Medicamentos;9;10.86
Antonio Nariño;2023 Isem;Medicamentos;7;8.34
Puente Aranda;2023 Isem;Medicamentos;20;7.79
Candelaria;2023 Isem;Medicamentos;2;10.86
Rafael Uribe Uribe;2023 Isem;Medicamentos;20;5.14
Ciudad Bolívar;2023 Isem;Medicamentos;30;4.53
Sumapaz;2023 Isem;Medicamentos;0;0
Distrito;2023 Isem;Medicamentos;425;5.37
Usaquén;2023 Isem;Psicoactivas;100;17.04
Chapinero;2023 Isem;Psicoactivas;54;30.1
Santa Fe;2023 Isem;Psicoactivas;23;21.36
San Cristóbal;2023 Isem;Psicoactivas;28;6.89
Usme;2023 Isem;Psicoactivas;23;5.64
Tunjuelito;2023 Isem;Psicoactivas;6;3.28
Bosa;2023 Isem;Psicoactivas;29;3.97
Kennedy;2023 Isem;Psicoactivas;54;5.22
Fontibón;2023 Isem;Psicoactivas;27;6.68
Engativá;2023 Isem;Psicoactivas;83;10.16
Suba;2023 Isem;Psicoactivas;182;14.06
Barrios Unidos;2023 Isem;Psicoactivas;19;12.39
Teusaquillo;2023 Isem;Psicoactivas;27;16.22
Los Mártires;2023 Isem;Psicoactivas;11;13.28
Antonio Nariño;2023 Isem;Psicoactivas;17;20.26
Puente Aranda;2023 Isem;Psicoactivas;21;8.18
Candelaria;2023 Isem;Psicoactivas;2;10.86
Rafael Uribe Uribe;2023 Isem;Psicoactivas;33;8.48
Ciudad Bolívar;2023 Isem;Psicoactivas;37;5.59
Sumapaz;2023 Isem;Psicoactivas;0;0
Distrito;2023 Isem;Psicoactivas;776;9.81
Usaquén;2023 Isem;Otras sustancias químicas;13;2.21
Chapinero;2023 Isem;Otras sustancias químicas;4;2.23
Santa Fe;2023 Isem;Otras sustancias químicas;4;3.71
San Cristóbal;2023 Isem;Otras sustancias químicas;13;3.2
Usme;2023 Isem;Otras sustancias químicas;8;1.96
Tunjuelito;2023 Isem;Otras sustancias químicas;4;2.19
Bosa;2023 Isem;Otras sustancias químicas;13;1.78
Kennedy;2023 Isem;Otras sustancias químicas;31;2.99
Fontibón;2023 Isem;Otras sustancias químicas;12;2.97
Engativá;2023 Isem;Otras sustancias químicas;25;3.06
Suba;2023 Isem;Otras sustancias químicas;49;3.79
Barrios Unidos;2023 Isem;Otras sustancias químicas;7;4.56
Teusaquillo;2023 Isem;Otras sustancias químicas;4;2.4
Los Mártires;2023 Isem;Otras sustancias químicas;4;4.83
Antonio Nariño;2023 Isem;Otras sustancias químicas;2;2.38
Puente Aranda;2023 Isem;Otras sustancias químicas;5;1.95
Candelaria;2023 Isem;Otras sustancias químicas;0;0
Rafael Uribe Uribe;2023 Isem;Otras sustancias químicas;12;3.08
Ciudad Bolívar;2023 Isem;Otras sustancias químicas;19;2.87
Sumapaz;2023 Isem;Otras sustancias químicas;0;0
Distrito;2023 Isem;Otras sustancias químicas;229;2.9
Usaquén;2023 Isem;Plaguicidas;5;0.85
Chapinero;2023 Isem;Plaguicidas;0;0
Santa Fe;2023 Isem;Plaguicidas;1;0.93
San Cristóbal;2023 Isem;Plaguicidas;3;0.74
Usme;2023 Isem;Plaguicidas;1;0.25
Tunjuelito;2023 Isem;Plaguicidas;1;0.55
Bosa;2023 Isem;Plaguicidas;3;0.41
Kennedy;2023 Isem;Plaguicidas;16;1.55
Fontibón;2023 Isem;Plaguicidas;2;0.49
Engativá;2023 Isem;Plaguicidas;1;0.12
Suba;2023 Isem;Plaguicidas;9;0.7
Barrios Unidos;2023 Isem;Plaguicidas;2;1.3
Teusaquillo;2023 Isem;Plaguicidas;1;0.6
Los Mártires;2023 Isem;Plaguicidas;0;0
Antonio Nariño;2023 Isem;Plaguicidas;0;0
Puente Aranda;2023 Isem;Plaguicidas;0;0
Candelaria;2023 Isem;Plaguicidas;0;0
Rafael Uribe Uribe;2023 Isem;Plaguicidas;1;0.26
Ciudad Bolívar;2023 Isem;Plaguicidas;10;1.51
Sumapaz;2023 Isem;Plaguicidas;0;0
Distrito;2023 Isem;Plaguicidas;56;0.71
Usaquén;2023 Isem;Solventes;3;0.51
Chapinero;2023 Isem;Solventes;0;0
Santa Fe;2023 Isem;Solventes;1;0.93
San Cristóbal;2023 Isem;Solventes;2;0.49
Usme;2023 Isem;Solventes;3;0.74
Tunjuelito;2023 Isem;Solventes;2;1.09
Bosa;2023 Isem;Solventes;2;0.27
Kennedy;2023 Isem;Solventes;3;0.29
Fontibón;2023 Isem;Solventes;2;0.49
Engativá;2023 Isem;Solventes;1;0.12
Suba;2023 Isem;Solventes;5;0.39
Barrios Unidos;2023 Isem;Solventes;1;0.65
Teusaquillo;2023 Isem;Solventes;0;0
Los Mártires;2023 Isem;Solventes;0;0
Antonio Nariño;2023 Isem;Solventes;0;0
Puente Aranda;2023 Isem;Solventes;0;0
Candelaria;2023 Isem;Solventes;0;0
Rafael Uribe Uribe;2023 Isem;Solventes;3;0.77
Ciudad Bolívar;2023 Isem;Solventes;3;0.45
Sumapaz;2023 Isem;Solventes;0;0
Distrito;2023 Isem;Solventes;31;0.39
Usaquén;2023 Isem;Metales pesados;0;0
Chapinero;2023 Isem;Metales pesados;0;0
Santa Fe;2023 Isem;Metales pesados;0;0
San Cristóbal;2023 Isem;Metales pesados;0;0
Usme;2023 Isem;Metales pesados;0;0
Tunjuelito;2023 Isem;Metales pesados;0;0
Bosa;2023 Isem;Metales pesados;0;0
Kennedy;2023 Isem;Metales pesados;0;0
Fontibón;2023 Isem;Metales pesados;0;0
Engativá;2023 Isem;Metales pesados;0;0
Suba;2023 Isem;Metales pesados;0;0
Barrios Unidos;2023 Isem;Metales pesados;0;0
Teusaquillo;2023 Isem;Metales pesados;0;0
Los Mártires;2023 Isem;Metales pesados;0;0
Antonio Nariño;2023 Isem;Metales pesados;0;0
Puente Aranda;2023 Isem;Metales pesados;0;0
Candelaria;2023 Isem;Metales pesados;0;0
Rafael Uribe Uribe;2023 Isem;Metales pesados;0;0
Ciudad Bolívar;2023 Isem;Metales pesados;0;0
Sumapaz;2023 Isem;Metales pesados;0;0
Distrito;2023 Isem;Metales pesados;0;0
Usaquén;2023 Isem;Gases;7;1.19
Chapinero;2023 Isem;Gases;3;1.67
Santa Fe;2023 Isem;Gases;4;3.71
San Cristóbal;2023 Isem;Gases;31;7.63
Usme;2023 Isem;Gases;5;1.23
Tunjuelito;2023 Isem;Gases;4;2.19
Bosa;2023 Isem;Gases;5;0.69
Kennedy;2023 Isem;Gases;11;1.06
Fontibón;2023 Isem;Gases;17;4.21
Engativá;2023 Isem;Gases;6;0.73
Suba;2023 Isem;Gases;18;1.39
Barrios Unidos;2023 Isem;Gases;9;5.87
Teusaquillo;2023 Isem;Gases;0;0
Los Mártires;2023 Isem;Gases;3;3.62
Antonio Nariño;2023 Isem;Gases;3;3.57
Puente Aranda;2023 Isem;Gases;2;0.78
Candelaria;2023 Isem;Gases;1;5.43
Rafael Uribe Uribe;2023 Isem;Gases;2;0.51
Ciudad Bolívar;2023 Isem;Gases;13;1.96
Sumapaz;2023 Isem;Gases;0;0
Distrito;2023 Isem;Gases;144;1.82
Usaquén;2023 Isem;Metanol;0;0
Chapinero;2023 Isem;Metanol;1;0.56
Santa Fe;2023 Isem;Metanol;2;1.86
San Cristóbal;2023 Isem;Metanol;0;0
Usme;2023 Isem;Metanol;0;0
Tunjuelito;2023 Isem;Metanol;0;0
Bosa;2023 Isem;Metanol;0;0
Kennedy;2023 Isem;Metanol;0;0
Fontibón;2023 Isem;Metanol;0;0
Engativá;2023 Isem;Metanol;1;0.12
Suba;2023 Isem;Metanol;0;0
Barrios Unidos;2023 Isem;Metanol;0;0
Teusaquillo;2023 Isem;Metanol;0;0
Los Mártires;2023 Isem;Metanol;0;0
Antonio Nariño;2023 Isem;Metanol;0;0
Puente Aranda;2023 Isem;Metanol;0;0
Candelaria;2023 Isem;Metanol;0;0
Rafael Uribe Uribe;2023 Isem;Metanol;3;0.77
Ciudad Bolívar;2023 Isem;Metanol;1;0.15
Sumapaz;2023 Isem;Metanol;0;0
Distrito;2023 Isem;Metanol;8;0.1
Usaquén;2023 Isem;Desconocida;53;9.03
Chapinero;2023 Isem;Desconocida;23;12.82
Santa Fe;2023 Isem;Desconocida;10;9.29
San Cristóbal;2023 Isem;Desconocida;30;7.38
Usme;2023 Isem;Desconocida;18;4.42
Tunjuelito;2023 Isem;Desconocida;12;6.56
Bosa;2023 Isem;Desconocida;31;4.25
Kennedy;2023 Isem;Desconocida;41;3.96
Fontibón;2023 Isem;Desconocida;28;6.93
Engativá;2023 Isem;Desconocida;54;6.61
Suba;2023 Isem;Desconocida;108;8.34
Barrios Unidos;2023 Isem;Desconocida;12;7.83
Teusaquillo;2023 Isem;Desconocida;16;9.61
Los Mártires;2023 Isem;Desconocida;8;9.66
Antonio Nariño;2023 Isem;Desconocida;8;9.53
Puente Aranda;2023 Isem;Desconocida;16;6.23
Candelaria;2023 Isem;Desconocida;8;43.46
Rafael Uribe Uribe;2023 Isem;Desconocida;35;8.99
Ciudad Bolívar;2023 Isem;Desconocida;33;4.99
Sumapaz;2023 Isem;Desconocida;0;0
Distrito;2023 Isem;Desconocida;544;6.88
Usaquén;2023 Isem;Todas las sustancias;226;38.5
Chapinero;2023 Isem;Todas las sustancias;108;60.2
Santa Fe;2023 Isem;Todas las sustancias;50;46.44
San Cristóbal;2023 Isem;Todas las sustancias;124;30.5
Usme;2023 Isem;Todas las sustancias;69;16.93
Tunjuelito;2023 Isem;Todas las sustancias;37;20.22
Bosa;2023 Isem;Todas las sustancias;103;14.11
Kennedy;2023 Isem;Todas las sustancias;197;19.03
Fontibón;2023 Isem;Todas las sustancias;101;24.98
Engativá;2023 Isem;Todas las sustancias;212;25.95
Suba;2023 Isem;Todas las sustancias;462;35.69
Barrios Unidos;2023 Isem;Todas las sustancias;59;38.48
Teusaquillo;2023 Isem;Todas las sustancias;61;36.65
Los Mártires;2023 Isem;Todas las sustancias;35;42.25
Antonio Nariño;2023 Isem;Todas las sustancias;37;44.09
Puente Aranda;2023 Isem;Todas las sustancias;64;24.93
Candelaria;2023 Isem;Todas las sustancias;13;70.62
Rafael Uribe Uribe;2023 Isem;Todas las sustancias;109;28
Ciudad Bolívar;2023 Isem;Todas las sustancias;146;22.07
Sumapaz;2023 Isem;Todas las sustancias;0;0
Distrito;2023 Isem;Todas las sustancias;2213;27.99
